,category,city,geo,job_title,job_type,salary_offered,state,STATE_NAME
252,Management and Commerce,Ballarat & Central Highlands,AU,Business Services Intermediate Accountant,Full Time,70000.0,VIC,Victoria
253,Management and Commerce,ACT,AU,Pricing and Cost Analysis Officer,Full Time,83876.5,ACT,Australian Capital Territory
254,Architecture and Building,Melbourne,AU,INDUSTRIAL DESIGNER,Full Time,83284.43922619047,VIC,Victoria
255,Management and Commerce,Brisbane,AU,Boilermaker,Full Time,65715.15306289308,QLD,Queensland
256,Management and Commerce,Sydney,AU,Project Manager,Full Time,94007.92065263158,NSW,New South Wales
257,Architecture and Building,Brisbane,AU,Excavator Bobcat Combo Operator with HR/HC,Full Time,115952.28711484595,QLD,Queensland
258,Management and Commerce,Perth,AU,Property Manager - Residential ,Full Time,78241.3804143126,WA,Western Australia
259,Food and Hospitality,Sydney,AU,Head Chef,Full Time,57822.070994764406,NSW,New South Wales
260,Management and Commerce,Perth,AU,Mechanic,Full Time,65715.15306289308,WA,Western Australia
261,Creative Arts,Sydney,AU,Digital Media Ad Ops Executive,Full Time,76219.28846153848,NSW,New South Wales
262,Education,Melbourne,AU,lnternational Marketing Coordinator,Full Time,95027.0208,VIC,Victoria
263,Agriculture and Environment,ACT,AU,Mobile Dog Wash Operators - Tuggeranong areas,Full Time,70804.125,ACT,Australian Capital Territory
264,Management and Commerce,Perth,AU,Sales & Marketing Coordinator,Full Time,93001.11038961039,WA,Western Australia
265,Society and Culture,Adelaide,AU,Talent Acquisition Business Partner,Full Time,88824.94166666668,SA,South Australia
266,Management and Commerce,Brisbane,AU,Digital Marketing Performance Coordinator,Full Time,93001.11038961039,QLD,Queensland
267,Health,Melbourne,AU,"Department of Health - Policy, Project and Intelligence - Various â€“ APS 4, 5 & 6",Full Time,96056.27447887324,VIC,Victoria
268,Management and Commerce,Brisbane,AU,Factory Labourer,Full Time,65715.15306289308,QLD,Queensland
269,Food and Hospitality,Darwin,AU,Infantry Soldier,Full Time,62499.5,NT,Northern Territory
270,Management and Commerce,Melbourne,AU,Facilities Manager ,Full Time,45375.0,VIC,Victoria
271,Management and Commerce,Brisbane,AU,Estimator,Full Time,103399.45491803279,QLD,Queensland
272,Society and Culture,Cairns & Far North,AU,Community Engagement Officer (Identified),Full Time,69071.80343283582,QLD,Queensland
273,Management and Commerce,Adelaide,AU,Workshop Manager,Full Time,65715.15306289308,SA,South Australia
274,Management and Commerce,Melbourne,AU,Sales and Customer Support Officer,Full Time,54999.5,VIC,Victoria
275,Management and Commerce,Sydney,AU,Client Development Manager - Recruitment,Full Time,93566.96469366565,NSW,New South Wales
276,Information Technology,Sydney,AU,Tenders and Contract Management Specialist,Full Time,108194.06286549706,NSW,New South Wales
277,Engineering,Adelaide,AU,Senior Engineer - Water Infrastructure,Full Time,112324.60987096776,SA,South Australia
278,Information Technology,ACT,AU,Visualisation Developer,Full Time,108194.06286549706,ACT,Australian Capital Territory
279,Management and Commerce,Sydney,AU,Mortgage Document Preparation,Full Time,103399.45491803279,NSW,New South Wales
280,Management and Commerce,Sydney,AU,Accounts Manager,Full Time,93566.96469366565,NSW,New South Wales
281,Management and Commerce,Melbourne,AU,Sales Executive,Full Time,93566.96469366565,VIC,Victoria
282,Society and Culture,Melbourne,AU,Conveyancer (Full Time),Full Time,70000.0,VIC,Victoria
283,Management and Commerce,Melbourne,AU,Regional Marketing Manager  - Shopping Centres,Full Time,78241.3804143126,VIC,Victoria
284,Management and Commerce,Sydney,AU,Office Administrator,Full Time,67981.82723756906,NSW,New South Wales
285,Information Technology,Perth,AU,Senior Java Developer,Full Time,108194.06286549706,WA,Western Australia
286,Management and Commerce,Darwin,AU,Vehicle Maintenance Officer,Full Time,65715.15306289308,NT,Northern Territory
287,Management and Commerce,Melbourne,AU,MANAGEMENT OPPORTUNITIES - NEVERLAND STORE,Full Time,56431.63970588236,VIC,Victoria
288,Engineering,Gladstone & Central QLD,AU,Scaffold Supervisors,Full Time,105640.70786516853,QLD,Queensland
289,Society and Culture,Cairns & Far North,AU,NDIS Recruitment Consultants - Healthcare Australia,Full Time,88824.94166666668,QLD,Queensland
290,Management and Commerce,Melbourne,AU,Assistant Manager BFT Richmond,Full Time,65715.15306289308,VIC,Victoria
291,Architecture and Building,Sydney,AU,Drillers Assistants,Full Time,115952.28711484595,NSW,New South Wales
292,Society and Culture,Bunbury & South West,AU,Senior Manager Residential Care,Full Time,109467.5,WA,Western Australia
293,Management and Commerce,Gold Coast,AU,Digital Marketing & Web Development Specialist,Full Time,93001.11038961039,QLD,Queensland
294,Management and Commerce,Sydney,AU,Finance Manager - FMCG,Full Time,94007.92065263158,NSW,New South Wales
295,Management and Commerce,ACT,AU,Project Manager Weapons & Deployable Systems,Full Time,83876.5,ACT,Australian Capital Territory
296,Agriculture and Environment,Adelaide Hills & Barossa,AU,Winery People Operations Support,Full Time,70804.125,SA,South Australia
297,Management and Commerce,Sydney,AU,Assistant Accountant,Full Time,94007.92065263158,NSW,New South Wales
298,Management and Commerce,Sydney,AU,Factory Hand with Forklift LIcence,Full Time,160947.12263099218,NSW,New South Wales
299,Food and Hospitality,Melbourne,AU,Full time Waiter/Waitress in Melbourne,Full Time,57822.070994764406,VIC,Victoria
300,Management and Commerce,Perth,AU,Senior Project Officer,Full Time,96056.27447887324,WA,Western Australia
301,Engineering,Toowoomba & Darling Downs,AU,Civil Designer,Full Time,112324.60987096776,QLD,Queensland
302,Health,Adelaide,AU,"Department of Health - Investigations - Various â€“APS 3, 4, 5 & 6",Full Time,96056.27447887324,SA,South Australia
303,Management and Commerce,Melbourne,AU,Office Manager / Administrator,Full Time,67981.82723756906,VIC,Victoria
304,Architecture and Building,Adelaide,AU,Contract Administrator,Full Time,114999.5,SA,South Australia
305,Management and Commerce,Adelaide,AU,carpenter,Full Time,84999.5,SA,South Australia
306,Architecture and Building,Melbourne,AU,Consultant - Survey / Geospatial Equipment,Full Time,115952.28711484595,VIC,Victoria
307,Architecture and Building,Sydney,AU,Senior Environmental Advisor - Laing O'Rourke - Sydney,Full Time,115952.28711484595,NSW,New South Wales
308,Food and Hospitality,Brisbane,AU,Commis Chef,Full Time,57822.070994764406,QLD,Queensland
309,Management and Commerce,Brisbane,AU,Junior Financial Accountant,Full Time,94007.92065263158,QLD,Queensland
310,Information Technology,Melbourne,AU,Java Developer,Full Time,108194.06286549706,VIC,Victoria
311,Management and Commerce,Melbourne,AU,Credit Officer,Full Time,62500.0,VIC,Victoria
312,Management and Commerce,Sydney,AU,Full Time - Warehouse Assistant,Full Time,160947.12263099218,NSW,New South Wales
313,Management and Commerce,Gosford & Central Coast,AU,Courier Drivers I Full Time I Gosford,Full Time,160947.12263099218,NSW,New South Wales
314,Management and Commerce,Perth,AU,Climber - Tree Lopper,Full Time,65715.15306289308,WA,Western Australia
315,Management and Commerce,Sydney,AU,Sales Support/ Lead Generation Role for Software Company,Full Time,93566.96469366565,NSW,New South Wales
316,Information Technology,Sydney,AU,"CIB - Software Engineer, Investor Services - Associate",Full Time,108194.06286549706,NSW,New South Wales
317,Information Technology,Melbourne,AU,Level 2 Technician for MSP (Managed Service Provider),Full Time,108194.06286549706,VIC,Victoria
318,Management and Commerce,Brisbane,AU,CNC Operator,Full Time,65715.15306289308,QLD,Queensland
319,Society and Culture,Melbourne,AU,Aboriginal Family Led Decision Making Convenor,Full Time,62499.5,VIC,Victoria
320,Management and Commerce,Perth,AU,HORTICULTURALIST - PARKS & GARDENS - MINIMUM CERTIFICATE III IN HORTICULTURE,Full Time,65715.15306289308,WA,Western Australia
321,Management and Commerce,Sydney,AU,Trading Terms Coordinator,Full Time,67981.82723756906,NSW,New South Wales
322,Management and Commerce,Melbourne,AU,Sales & Relationship Consultant / Account Manager,Full Time,55000.0,VIC,Victoria
323,Society and Culture,Sydney,AU,Legal Counsel,Full Time,82978.6162414966,NSW,New South Wales
324,Management and Commerce,Melbourne,AU,PROPERTY MANAGER FOR PROPERTY DEVELOPER,Full Time,78241.3804143126,VIC,Victoria
325,Management and Commerce,Adelaide,AU,Graphic Designer,Full Time,67499.5,SA,South Australia
326,Society and Culture,Sydney,AU,Business Development Consultant (DES) Northern Sydney,Full Time,69071.80343283582,NSW,New South Wales
327,Health,Sydney,AU,Territory Manager,Full Time,99058.5219250646,NSW,New South Wales
328,Management and Commerce,Sydney,AU,"Manager, Strategy and Business Improvement",Full Time,117060.08333333331,NSW,New South Wales
329,Food and Hospitality,Melbourne,AU,Assistant Restaurant Manager,Full Time,57499.5,VIC,Victoria
330,Management and Commerce,Sydney,AU,Reporting & Accounting Manager,Full Time,94007.92065263158,NSW,New South Wales
331,Management and Commerce,Melbourne,AU,Payroll Consultant,Full Time,94007.92065263158,VIC,Victoria
332,Health,Melbourne,AU,Dental Assistant - Full Time,Full Time,99058.5219250646,VIC,Victoria
333,Food and Hospitality,Sydney,AU,Head Pastry Chef - high end Japanese restaurant $70K +,Full Time,57822.070994764406,NSW,New South Wales
334,Food and Hospitality,Adelaide,AU,Customer Service/Inbound Call Centre Team Member,Full Time,55511.77795302014,SA,South Australia
335,Management and Commerce,Brisbane,AU,HR Truck Driver,Full Time,160947.12263099218,QLD,Queensland
336,Management and Commerce,Shepparton & Goulburn Valley,AU,Business Services Accountant,Full Time,80000.0,VIC,Victoria
337,Agriculture and Environment,Adelaide,AU,"Mobile Dog Wash Operators - Eastern suburbs, Burnside & Parkside areas",Full Time,70804.125,SA,South Australia
338,Management and Commerce,ACT,AU,Sales Support and Administrator,Full Time,67981.82723756906,ACT,Australian Capital Territory
339,Food and Hospitality,Melbourne,AU,Chinese Travel Consultant - Melbourne,Full Time,57822.070994764406,VIC,Victoria
340,Management and Commerce,Melbourne,AU,A Grade Electrician,Full Time,65715.15306289308,VIC,Victoria
341,Food and Hospitality,Sydney,AU,Sous Chef - Zetland - $65 + Super,Full Time,65000.0,NSW,New South Wales
342,Information Technology,ACT,AU,Software Developers - Australian Signals Directorate,Full Time,77291.0,ACT,Australian Capital Territory
343,Health,"Wollongong, Illawarra & South Coast",AU,Scientific Officer Laboratory Team Leader,Full Time,99058.5219250646,NSW,New South Wales
344,Health,"Wollongong, Illawarra & South Coast",AU,GP Sales Representative - Vaccines Account - Wollongong,Full Time,99058.5219250646,NSW,New South Wales
345,Health,Adelaide,AU,"Department of Health Assistant Director, Executive Level 1, Pharmacist",Full Time,107563.0,SA,South Australia
346,Information Technology,Sydney,AU,Project Coordinator,Full Time,108194.06286549706,NSW,New South Wales
347,Management and Commerce,Melbourne,AU,QUALIFIELD HAIRDRESSER,Full Time,65715.15306289308,VIC,Victoria
348,Management and Commerce,Adelaide,AU,Digital Literacy Programs and Support Officer,Full Time,74781.5,SA,South Australia
349,Society and Culture,Sydney,AU,Placements Team Lead,Full Time,88824.94166666668,NSW,New South Wales
350,Management and Commerce,Perth,AU,Centre Manager,Full Time,56431.63970588236,WA,Western Australia
351,Health,Sydney,AU,Building Services Manager,Full Time,99058.5219250646,NSW,New South Wales
352,Management and Commerce,Melbourne,AU,Finance Manager,Full Time,94007.92065263158,VIC,Victoria
353,Management and Commerce,Sydney,AU,Financial Accountant,Full Time,99999.5,NSW,New South Wales
354,Management and Commerce,Melbourne,AU,Credit Officer - Permanent - $60k including Super,Full Time,94007.92065263158,VIC,Victoria
355,Management and Commerce,Melbourne,AU,Sales Associate - Learn From The BEST!,Full Time,78241.3804143126,VIC,Victoria
356,Architecture and Building,Sydney,AU,Fitter/Diesel Mechanic,Full Time,115952.28711484595,NSW,New South Wales
357,Society and Culture,Perth,AU,Recruiter-Midland,Full Time,60000.0,WA,Western Australia
358,Information Technology,Sydney,AU,Permanent Consulting Business Analyst - Senior Level - BRISBANE LOCATION,Full Time,108194.06286549706,NSW,New South Wales
359,Society and Culture,Traralgon & La Trobe Valley,AU,Recruitment Consultant,Full Time,69071.80343283582,VIC,Victoria
360,Management and Commerce,Sydney,AU,Project Manager - Research Services,Full Time,72500.0,NSW,New South Wales
361,Management and Commerce,Melbourne,AU,Retail Store Manager,Full Time,56431.63970588236,VIC,Victoria
362,Management and Commerce,Melbourne,AU,Investment Specialist - Business Development,Full Time,103399.45491803279,VIC,Victoria
363,Society and Culture,Perth,AU,Manager of Operational Compliance,Full Time,88824.94166666668,WA,Western Australia
364,Management and Commerce,Melbourne,AU,Real Estate Franchise,Full Time,78241.3804143126,VIC,Victoria
365,Management and Commerce,Sydney,AU,Executive Assistant - Advanced Technology business.,Full Time,67981.82723756906,NSW,New South Wales
366,Management and Commerce,Brisbane,AU,Customer Service Officer - Stafford,Full Time,103399.45491803279,QLD,Queensland
367,Health,Adelaide,AU,"Department of Health â€“ Compliance â€“ Various - APS 3, 4, 5, & 6",Full Time,96056.27447887324,SA,South Australia
368,Society and Culture,Brisbane,AU,Legal Secretary/Paralegal Position,Full Time,82978.6162414966,QLD,Queensland
369,Management and Commerce,Melbourne,AU,Sales Office Coordinator,Full Time,93566.96469366565,VIC,Victoria
370,Management and Commerce,Melbourne,AU,Field Supervisor,Full Time,65715.15306289308,VIC,Victoria
371,Engineering,Sydney,AU,Graduate Engineer - Automation,Full Time,112324.60987096776,NSW,New South Wales
372,Society and Culture,Melbourne,AU,Duty Manager,Full Time,63172.055555555555,VIC,Victoria
373,Engineering,Darwin,AU,Electronics Technician,Full Time,62499.5,NT,Northern Territory
374,Health,Sydney,AU,"Department of Health â€“ Compliance â€“ Various - APS 3, 4, 5, & 6",Full Time,96056.27447887324,NSW,New South Wales
375,Architecture and Building,Melbourne,AU,PROJECT ARCHITECT,Full Time,83284.43922619047,VIC,Victoria
376,Management and Commerce,Perth,AU,Accountant / Senior Accountant,Full Time,94007.92065263158,WA,Western Australia
377,Management and Commerce,Melbourne,AU,Sales Rep / Account Manager,Full Time,93566.96469366565,VIC,Victoria
378,Management and Commerce,Sydney,AU,Executive Administrator,Full Time,67981.82723756906,NSW,New South Wales
379,Information Technology,Geelong & Great Ocean Road,AU,Business Integration Coordinator,Full Time,108194.06286549706,VIC,Victoria
380,Management and Commerce,Mackay & Coalfields,AU,Strata Manager - Uncapped $$$,Full Time,78241.3804143126,QLD,Queensland
381,Management and Commerce,Sydney,AU,Production Coordinator/Supervisor/Team Leader,Full Time,160947.12263099218,NSW,New South Wales
382,Information Technology,Brisbane,AU,Information Systems - JDE Business Analyst,Full Time,108194.06286549706,QLD,Queensland
383,Management and Commerce,Sydney,AU,Heavy Vehicle Mechanic,Full Time,65715.15306289308,NSW,New South Wales
384,Management and Commerce,Sydney,AU,Hose Fitter,Full Time,65715.15306289308,NSW,New South Wales
385,Management and Commerce,Melbourne,AU,Operations Manager,Full Time,140000.0,VIC,Victoria
386,Engineering,Sydney,AU,Operations Manager - Maintenance,Full Time,112324.60987096776,NSW,New South Wales
387,Management and Commerce,Brisbane,AU,Manager (Business Advisory) ,Full Time,94007.92065263158,QLD,Queensland
388,Architecture and Building,Melbourne,AU,RETAIL INTERIOR DESIGNER,Full Time,83284.43922619047,VIC,Victoria
